record_type,plan_code,plan_name,source_page,age,age_band,sex,tobacco,base_rate,wp_rate,rate_basis,unit_basis,coverage_fixed,face_min,face_max,policy_fee_annual,volume_adjustment_annual,cv20_per_1000,note,quote_face_amount_input,quote_units_input,include_wp_flag,sold_as_policy_flag,units_derived,annual_premium_base,annual_premium_total,quarterly_total,mbd_base,mbd_total,monthly_direct_total
rate,WL,Whole Life Regular,20,41,,Female,NTU,24.47,1.12,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,20,41,,Female,TU,33.49,1.45,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,20,41,,Male,NTU,29.89,0.89,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,20,41,,Male,TU,38.82,1.11,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,20,42,,Female,NTU,25.35,1.20,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,20,42,,Female,TU,35.19,1.59,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,20,42,,Male,NTU,31.44,0.95,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,20,42,,Male,TU,41.09,1.22,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,20,43,,Female,NTU,26.29,1.30,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,20,43,,Female,TU,37.01,1.74,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,20,43,,Male,NTU,33.04,1.05,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,20,43,,Male,TU,43.47,1.35,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,20,44,,Female,NTU,27.39,1.41,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,20,44,,Female,TU,38.90,1.91,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,20,44,,Male,NTU,34.74,1.15,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,20,44,,Male,TU,46.01,1.48,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,20,45,,Female,NTU,28.71,1.54,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,20,45,,Female,TU,40.82,2.11,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,20,45,,Male,NTU,36.61,1.28,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,20,45,,Male,TU,48.60,1.65,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,46,,Female,NTU,30.32,1.69,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,46,,Female,TU,42.77,2.33,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,46,,Male,NTU,38.57,1.41,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,46,,Male,TU,51.23,1.84,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,47,,Female,NTU,32.17,1.90,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,47,,Female,TU,44.80,2.57,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,47,,Male,NTU,40.68,1.56,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,47,,Male,TU,54.01,2.05,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,48,,Female,NTU,34.20,2.12,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,48,,Female,TU,46.97,2.84,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,48,,Male,NTU,42.90,1.74,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,48,,Male,TU,56.96,2.27,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,49,,Female,NTU,36.37,2.38,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,49,,Female,TU,49.24,3.17,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,49,,Male,NTU,45.26,1.94,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,49,,Male,TU,60.12,2.56,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,50,,Female,NTU,38.70,2.70,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,50,,Female,TU,51.61,3.54,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,50,,Male,NTU,47.78,2.19,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,50,,Male,TU,63.43,2.87,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,51,,Female,NTU,41.14,3.06,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,51,,Female,TU,54.15,3.97,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,51,,Male,NTU,50.46,2.48,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,51,,Male,TU,67.01,3.23,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,52,,Female,NTU,43.66,3.47,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,52,,Female,TU,56.79,4.45,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,52,,Male,NTU,53.28,2.79,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,52,,Male,TU,70.77,3.66,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,53,,Female,NTU,46.28,3.94,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,53,,Female,TU,59.61,5.01,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,53,,Male,NTU,56.29,3.16,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,53,,Male,TU,74.74,4.15,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,54,,Female,NTU,49.01,4.48,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,54,,Female,TU,62.55,5.63,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,54,,Male,NTU,59.48,3.59,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,54,,Male,TU,78.81,4.73,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,55,,Female,NTU,51.80,5.08,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,55,,Female,TU,65.61,6.35,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,55,,Male,NTU,62.74,4.06,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,55,,Male,TU,83.02,5.33,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,56,,Female,NTU,54.67,,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,56,,Female,TU,68.85,,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,56,,Male,NTU,66.13,,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,56,,Male,TU,87.33,,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,57,,Female,NTU,57.62,,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,57,,Female,TU,72.21,,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,57,,Male,NTU,69.68,,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,57,,Male,TU,91.76,,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,58,,Female,NTU,60.64,,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,58,,Female,TU,75.82,,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,58,,Male,NTU,73.48,,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,58,,Male,TU,96.42,,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,59,,Female,NTU,63.71,,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,59,,Female,TU,79.60,,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,59,,Male,NTU,77.51,,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,59,,Male,TU,101.37,,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,60,,Female,NTU,66.87,,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,conversion_only,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,60,,Female,TU,83.58,,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,conversion_only,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,60,,Male,NTU,81.80,,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,conversion_only,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,60,,Male,TU,106.61,,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,conversion_only,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,61,,Female,NTU,70.16,,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,conversion_only,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,61,,Female,TU,87.83,,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,conversion_only,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,61,,Male,NTU,86.37,,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,conversion_only,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,61,,Male,TU,112.14,,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,conversion_only,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,62,,Female,NTU,73.63,,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,conversion_only,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,62,,Female,TU,92.31,,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,conversion_only,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,62,,Male,NTU,91.23,,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,conversion_only,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,62,,Male,TU,118.01,,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,conversion_only,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,63,,Female,NTU,77.46,,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,conversion_only,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,63,,Female,TU,97.05,,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,conversion_only,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,63,,Male,NTU,96.37,,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,conversion_only,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,63,,Male,TU,124.22,,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,conversion_only,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,64,,Female,NTU,81.75,,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,conversion_only,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,64,,Female,TU,102.05,,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,conversion_only,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,64,,Male,NTU,101.83,,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,conversion_only,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,64,,Male,TU,130.75,,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,conversion_only,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,65,,Female,NTU,86.61,,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,conversion_only,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,65,,Female,TU,107.69,,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,conversion_only,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,65,,Male,NTU,107.85,,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,conversion_only,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,65,,Male,TU,137.70,,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,conversion_only,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,66,,Female,NTU,92.46,,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,conversion_only,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,66,,Female,TU,114.08,,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,conversion_only,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,66,,Male,NTU,114.41,,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,conversion_only,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,66,,Male,TU,145.07,,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,conversion_only,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,67,,Female,NTU,98.94,,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,conversion_only,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,67,,Female,TU,120.92,,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,conversion_only,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,67,,Male,NTU,121.45,,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,conversion_only,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,67,,Male,TU,152.91,,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,conversion_only,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,68,,Female,NTU,106.06,,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,conversion_only,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,68,,Female,TU,128.20,,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,conversion_only,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,68,,Male,NTU,128.97,,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,conversion_only,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,68,,Male,TU,161.21,,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,conversion_only,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,69,,Female,NTU,113.82,,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,conversion_only,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,69,,Female,TU,136.02,,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,conversion_only,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,69,,Male,NTU,137.06,,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,conversion_only,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,69,,Male,TU,170.09,,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,conversion_only,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,70,,Female,NTU,122.24,,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,conversion_only,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,70,,Female,TU,144.41,,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,conversion_only,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,70,,Male,NTU,145.77,,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,conversion_only,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,70,,Male,TU,179.57,,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,conversion_only,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,71,,Female,NTU,131.20,,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,conversion_only,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,71,,Female,TU,153.44,,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,conversion_only,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,71,,Male,NTU,155.12,,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,conversion_only,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,71,,Male,TU,189.69,,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,conversion_only,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,72,,Female,NTU,140.84,,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,conversion_only,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,72,,Female,TU,163.08,,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,conversion_only,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,72,,Male,NTU,165.14,,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,conversion_only,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,72,,Male,TU,200.41,,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,conversion_only,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,WL,Whole Life Regular,21,73,,Female,NTU,151.18,,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,conversion_only,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
